iteration,score,q_val,nowMem,pealMem
87,0,-195.7746,4062.03,5219.31
88,0,14.0828,4062.05,5219.31
89,0,-48.5682,4062.29,5219.31
90,0,21.9544,4062.38,5219.31
91,0,-200.2669,4062.46,5219.31
92,0,13.685,4062.59,5219.31
93,0,-403.3908,4062.7,5219.31
94,0,23.6444,4062.75,5219.31
95,0,-36.6695,4062.76,5219.31
96,0,-381.934,4062.77,5219.31
97,0,-581.3519,4062.95,5219.31
98,0,15.7816,4063.05,5219.31
99,0,-194.8116,4063.2,5219.31
100,0,-426.9263,4065.42,5228.92
101,0,25.4394,4065.6,5228.92
102,0,-193.8967,4065.79,5228.92
103,0,30.0938,4065.84,5228.92
104,0,1.8897,4066.01,5228.92
105,0,10.9828,4066.12,5228.92
106,0,32.8308,4066.36,5228.92
107,0,23.6692,4066.49,5228.92
108,0,18.91,4066.55,5228.92
109,0,-196.6686,4066.87,5228.92
110,0,22.3697,4066.82,5228.92
111,0,25.3204,4066.98,5228.92
112,0,-190.5216,4067.1,5228.92
113,0,27.0546,4067.2,5228.92
114,0,-256.9348,4067.41,5228.92
115,0,-194.8339,4067.48,5228.92
116,0,11.6918,4067.63,5228.92
117,1,18.6351,4069.22,5228.92
118,0,25.349,4069.32,5228.92
119,0,25.4115,4069.46,5228.92
120,0,-37.7976,4069.61,5228.92
121,0,23.4948,4069.6,5228.92
122,0,-456.5091,4069.58,5228.92
123,0,-378.2366,4069.71,5228.92
124,0,-254.2433,4069.82,5228.92
125,0,-187.538,4072.16,5238.53
126,0,-52.7626,4072.42,5238.53
127,0,14.4631,4072.43,5238.53
128,1,10.4237,4074.59,5238.53
129,0,32.4164,4074.59,5238.53
130,0,25.8097,4074.6,5238.53
131,0,-236.731,4074.71,5238.53
132,0,16.5517,4074.83,5238.53
133,0,30.582,4075.04,5238.53
134,0,28.4682,4075.18,5238.53
135,0,-190.085,4075.25,5238.53
136,1,18.6863,4075.51,5238.53
137,0,-416.5769,4075.52,5238.53
138,0,20.9194,4075.39,5238.53
139,1,-42.2143,4075.74,5238.53
140,0,16.621,4075.89,5238.53
141,0,21.5919,4076.03,5238.53
142,0,-240.8633,4076.07,5238.53
143,0,-182.6176,4076.14,5238.53
144,1,-249.2573,4076.86,5238.53
145,0,28.2434,4076.76,5238.53
146,0,-33.5187,4076.81,5238.53
147,0,-205.8215,4076.81,5238.53
148,0,29.4942,4076.95,5238.53
149,0,21.9908,4077.11,5238.53
150,0,43.4096,4079.51,5249.34
151,0,39.4819,4079.73,5249.34
152,0,-327.993,4079.87,5249.34
153,1,28.4812,4080.61,5249.34
154,1,27.2894,4081.27,5249.34
155,0,-190.5953,4081.25,5249.34
156,1,22.0347,4082.06,5249.34
157,0,32.5088,4082.02,5249.34
158,0,34.3929,4082.12,5249.34
159,0,24.6616,4082.29,5249.34
160,1,41.2973,4082.67,5249.34
161,0,-246.4053,4082.66,5249.34
162,0,18.94,4082.61,5249.34
163,0,-383.3036,4082.8,5249.34
164,1,22.4003,4083.57,5249.34
165,0,22.5109,4083.53,5249.34
166,0,-75.8309,4083.58,5249.34
167,0,33.9975,4083.74,5249.34
168,1,-623.4554,4084.54,5249.34
169,0,37.5877,4084.41,5249.34
170,0,-500.5887,4084.43,5249.34
171,0,-172.7339,4084.59,5249.34
172,1,29.9542,4084.92,5249.34
173,0,40.6568,4085.07,5249.34
174,0,-454.9052,4085.14,5249.34
175,1,-451.4467,4087.87,5266.87
176,0,13.3986,4087.95,5266.87
177,1,32.3093,4088.37,5266.87
178,0,-509.3742,4088.51,5266.87
179,0,39.049,4088.6,5266.87
180,0,-309.5943,4088.74,5266.87
181,0,-126.2924,4088.78,5266.87
182,0,-415.6751,4088.88,5266.87
183,0,-576.0959,4089.02,5266.87
184,2,28.1041,4092.93,5266.87
185,1,33.1701,4092.84,5266.87
186,0,43.6742,4092.81,5266.87
187,0,-55.0611,4092.91,5266.87
188,0,-68.896,4092.99,5266.87
189,1,-298.6009,4093.3,5266.87
190,0,41.6745,4093.27,5266.87
191,1,21.5825,4093.25,5266.87
192,0,30.4655,4093.27,5266.87
193,1,3.9036,4093.31,5266.87
194,0,44.3219,4093.37,5266.87
195,0,12.8541,4093.71,5266.87
196,0,-388.1984,4093.89,5266.87
197,0,-399.6243,4094.06,5266.87
198,1,-760.9492,4094.79,5266.87
199,1,39.8039,4095.32,5266.87
200,0,-168.3713,4097.69,5279.5
201,0,41.9398,4097.6,5279.5
202,0,-453.761,4097.75,5279.5
203,0,-553.8805,4097.77,5279.5
204,1,-396.0722,4097.82,5279.5
205,0,40.9113,4097.97,5279.5
206,1,47.4249,4098.68,5279.5
207,1,-230.133,4099.26,5279.5
208,1,-156.7668,4099.13,5279.5
209,0,43.4616,4099.04,5279.5
210,0,-421.8919,4099.05,5279.5
211,0,-445.3728,4099.17,5279.5
212,0,-125.66,4099.67,5279.5
213,0,42.1931,4099.87,5279.5
214,0,-618.4643,4099.89,5279.5
215,0,-191.2082,4099.99,5279.5
216,0,-563.5061,4100.02,5279.5
217,0,-37.5123,4100.02,5279.5
218,0,6.0907,4100.07,5279.5
219,0,51.1125,4100.1,5279.5
220,0,-246.4699,4100.19,5279.5
221,1,-161.9182,4100.38,5279.5
222,0,34.0652,4100.48,5279.5
223,0,-86.8897,4100.79,5279.5
224,1,51.1198,4101.9,5279.5
225,0,44.5582,4104.48,5290.96
226,0,37.3291,4104.34,5290.96
227,0,-260.9918,4104.52,5290.96
228,0,48.0636,4104.64,5290.96
229,0,46.7707,4104.59,5290.96
230,0,-100.9826,4104.76,5290.96
231,0,44.0175,4104.92,5290.96
232,0,-325.6103,4104.9,5290.96
233,1,-71.1995,4105.73,5290.96
234,0,-458.7881,4105.88,5290.96
235,0,-341.4735,4105.91,5290.96
236,1,-221.643,4106.62,5290.96
237,1,48.091,4107.35,5290.96
238,1,-117.7058,4107.81,5290.96
239,0,-334.9607,4107.54,5290.96
240,0,-169.3814,4107.38,5290.96
241,0,48.9453,4107.36,5290.96
242,0,-157.7805,4107.6,5290.96
243,0,-449.9537,4107.65,5290.96
244,0,-653.9437,4107.65,5290.96
245,1,-363.2394,4107.77,5290.96
246,0,58.2729,4107.82,5290.96
247,0,-156.5897,4107.82,5290.96
248,0,42.0644,4107.89,5290.96
249,0,-385.5902,4107.91,5290.96
250,0,-643.9692,4110.59,5301.86
251,0,50.494,4110.71,5301.86
252,1,67.576,4111.24,5301.86
253,1,60.4468,4111.76,5301.86
254,0,-765.8506,4111.53,5301.86
255,1,16.6499,4112.3,5301.86
256,0,27.9657,4112.24,5301.86
257,0,-604.0755,4112.26,5301.86
258,0,-321.0346,4112.37,5301.86
259,1,-288.2864,4113.0,5301.86
260,1,57.2201,4113.53,5301.86
261,1,-138.8857,4113.66,5301.86
262,1,55.95,4114.31,5301.86
263,0,56.8569,4114.19,5301.86
264,0,-75.2101,4114.12,5301.86
265,0,37.3119,4114.16,5301.86
266,1,-174.5917,4114.72,5301.86
267,0,-156.281,4114.55,5301.86
268,0,31.8292,4114.53,5301.86
269,0,65.4293,4114.66,5301.86
270,2,68.5096,4115.51,5301.86
271,0,55.2365,4115.32,5301.86
272,1,80.7533,4115.73,5301.86
273,0,-484.5234,4115.69,5301.86
274,1,57.8521,4115.9,5301.86
275,1,-431.577,4118.89,5319.9
276,1,-536.1971,4118.84,5319.9
277,1,54.2763,4118.85,5319.9
278,0,30.2324,4119.01,5319.9
279,1,58.5478,4119.68,5319.9
280,2,64.8343,4120.91,5319.9
281,0,60.8352,4120.55,5319.9
282,0,-510.2604,4120.48,5319.9
283,0,-506.3951,4120.5,5319.9
284,0,-316.5292,4120.59,5319.9
285,2,68.3805,4121.04,5319.9
286,1,53.2435,4121.57,5319.9
287,0,69.4973,4121.45,5319.9
288,1,-739.8972,4122.03,5319.9
289,0,-719.6732,4122.03,5319.9
290,0,-183.1359,4122.16,5319.9
291,0,32.1775,4122.21,5319.9
292,0,-600.5596,4122.42,5319.9
293,0,-639.6818,4122.57,5319.9
294,0,-316.6776,4122.64,5319.9
295,1,72.8877,4122.86,5319.9
296,1,-542.0254,4122.72,5319.9
297,0,44.8277,4122.79,5319.9
298,0,41.1604,4122.87,5319.9
299,4,-584.524,4127.29,5319.9
300,0,57.9126,4129.74,5334.15
301,0,53.395,4129.89,5334.15
302,1,-112.0597,4130.34,5334.15
303,0,-156.9031,4130.32,5334.15
304,0,-697.9893,4130.29,5334.15
305,0,-754.59,4130.36,5334.15
306,2,-618.3354,4131.27,5334.15
307,2,60.6422,4131.55,5334.15
308,0,38.5003,4131.49,5334.15
309,1,-147.064,4131.86,5334.15
310,0,-611.1063,4131.8,5334.15
311,1,-477.569,4132.14,5334.15
312,0,53.6326,4132.08,5334.15
313,1,63.512,4132.72,5334.15
314,1,-459.0306,4133.42,5334.15
315,0,-168.3896,4133.37,5334.15
316,0,-88.1475,4133.07,5334.15
317,0,10.8009,4133.11,5334.15
318,0,-186.258,4133.16,5334.15
319,0,53.1621,4133.17,5334.15
320,0,-446.0428,4133.27,5334.15
321,0,58.7541,4133.32,5334.15
322,0,-350.3226,4133.44,5334.15
323,0,-288.372,4133.55,5334.15
324,0,-708.2282,4134.02,5334.15
325,0,50.8124,4136.75,5346.17
326,2,-366.3014,4137.69,5346.17
327,2,63.7388,4137.92,5346.17
328,0,46.6763,4137.78,5346.17
329,3,-506.2764,4139.03,5346.17
330,0,43.233,4139.04,5346.17
331,0,1.0054,4138.99,5346.17
332,0,43.8785,4138.98,5346.17
333,1,70.1278,4139.29,5346.17
334,6,64.6783,4144.78,5346.17
335,0,56.4012,4118.0,5346.17
336,3,70.7097,4119.84,5346.17
337,0,57.4018,4119.78,5346.17
338,2,-450.0611,4120.53,5346.17
339,0,54.8272,4120.56,5346.17
340,1,-154.1628,4120.74,5346.17
341,1,-78.4205,4121.06,5346.17
342,0,-624.0642,4121.03,5346.17
343,0,-348.0493,4121.16,5346.17
344,0,-608.0592,4121.27,5346.17
345,0,-709.8211,4121.65,5346.17
346,1,63.4967,4121.73,5346.17
347,1,64.3831,4121.91,5346.17
348,0,45.5681,4122.03,5346.17
349,0,-369.2668,4122.04,5346.17
350,0,46.7965,4124.06,5346.17
351,0,-96.5808,4124.15,5346.17
352,0,-649.9192,4124.35,5346.17
353,0,56.2188,4124.4,5346.17
354,2,-166.3172,4124.81,5346.17
355,0,-43.3771,4124.71,5346.17
356,0,47.2313,4124.98,5346.17
357,4,80.5815,4125.93,5346.17
358,0,76.0426,4126.01,5346.17
359,0,-412.6778,4126.11,5346.17
360,1,-415.6431,4126.61,5346.17
361,0,-147.408,4126.5,5346.17
362,3,84.928,4127.47,5346.17
363,0,51.7705,4127.34,5346.17
364,0,-78.5785,4127.34,5346.17
365,0,74.8664,4127.39,5346.17
366,1,-59.8036,4127.63,5346.17
367,3,-176.6855,4128.15,5346.17
368,4,63.7393,4129.06,5346.17
369,3,-351.1135,4129.46,5346.17
370,0,-440.4749,4129.36,5346.17
371,1,48.3974,4129.97,5346.17
372,1,58.2474,4130.62,5346.17
373,2,-71.7751,4131.31,5346.17
374,4,63.909,4132.34,5346.17
375,1,64.6669,4134.77,5367.14
376,4,-292.1595,4135.32,5367.14
377,5,64.1583,4137.12,5367.14
378,0,60.9735,4136.92,5367.14
379,0,-527.3183,4136.93,5367.14
380,1,-574.8336,4137.44,5367.14
381,4,72.6646,4138.25,5367.14
382,0,64.2283,4138.03,5367.14
383,2,79.3422,4138.86,5367.14
384,2,63.2579,4139.15,5367.14
385,2,61.6913,4139.7,5367.14
386,5,-144.6669,4140.61,5367.14
387,0,58.5075,4140.53,5367.14
388,0,-279.4138,4140.57,5367.14
389,2,-352.787,4141.09,5367.14
390,0,62.0164,4141.03,5367.14
391,0,73.7593,4141.03,5367.14
392,4,42.1881,4141.79,5367.14
393,0,62.0825,4141.67,5367.14
394,0,-98.9983,4141.61,5367.14
395,3,70.9774,4142.3,5367.14
396,7,66.1344,4146.17,5367.14
397,8,61.1645,4152.51,5367.14
398,2,61.5735,4153.27,5367.14
399,3,59.4717,4153.29,5367.14
400,0,60.5528,4155.14,5400.61
401,2,31.698,4156.03,5400.61
402,5,-197.1106,4156.91,5400.61
403,1,7.3465,4157.24,5400.61
404,6,63.1161,4157.81,5400.61
405,2,58.7012,4157.87,5400.61
406,2,65.4219,4158.06,5400.61
407,0,59.1847,4157.94,5400.61
408,2,15.0748,4158.56,5400.61
409,0,55.7136,4158.6,5400.61
410,2,65.538,4158.74,5400.61
411,2,64.2413,4159.48,5400.61
412,12,62.2252,4168.82,5400.61
413,11,62.2339,4170.6,5400.61
414,1,72.7481,4170.74,5400.61
415,1,41.6841,4170.89,5400.61
416,0,-374.6012,4170.73,5400.61
417,0,-151.3126,4170.84,5400.61
418,0,-276.3326,4170.92,5400.61
419,0,-481.0501,4171.06,5400.61
420,1,-511.848,4171.31,5400.61
421,1,68.5505,4171.58,5400.61
422,5,66.464,4171.84,5400.61
423,0,79.7568,4171.59,5400.61
424,7,-255.5278,4172.17,5400.61
425,1,66.0402,4174.15,5434.73
426,1,-138.9167,4174.42,5434.73
427,11,-442.4918,4175.99,5434.73
428,5,67.9398,4176.51,5434.73
429,4,66.8511,4177.38,5434.73
430,2,63.08,4177.68,5434.73
431,16,62.5023,4188.99,5434.73
432,2,66.7043,4189.31,5434.73
433,8,-489.658,4189.82,5434.73
434,0,67.4769,4189.58,5434.73
435,0,-279.4992,4189.59,5434.73
436,2,-560.018,4190.03,5434.73
437,1,-0.6667,4190.13,5434.73
438,0,-48.5523,4189.93,5434.73
439,0,43.2973,4189.89,5434.73
440,7,-576.0147,4190.81,5434.73
441,0,49.476,4190.69,5434.73
442,0,54.0065,4190.69,5434.73
443,0,-95.5994,4190.69,5434.73
444,0,-777.2927,4190.75,5434.73
445,0,-629.5246,4190.93,5434.73
446,1,-192.7313,4191.43,5434.73
447,0,54.5727,4191.42,5434.73
448,0,51.8041,4191.46,5434.73
449,0,-349.4261,4191.54,5434.73
450,4,83.1868,4193.86,5473.51
451,4,85.3368,4194.74,5473.51
452,6,67.3598,4195.18,5473.51
453,5,67.1892,4195.87,5473.51
454,14,59.2366,4196.73,5473.51
455,3,75.65,4197.38,5473.51
456,0,51.5309,4197.23,5473.51
457,0,-575.6979,4197.25,5473.51
458,1,-837.8095,4197.44,5473.51
459,9,-436.4567,4197.75,5473.51
460,0,58.9353,4197.6,5473.51
461,3,75.4977,4198.06,5473.51
462,25,63.2729,4212.02,5473.51
463,0,11.2755,4212.01,5473.51
464,0,-156.3516,4212.24,5473.51
465,2,-67.8504,4212.52,5473.51
466,5,67.1074,4212.88,5473.51
467,0,59.9157,4212.81,5473.51
468,5,-383.6039,4213.14,5473.51
469,0,62.6906,4212.91,5473.51
470,0,-55.7637,4212.99,5473.51
471,2,67.8276,4213.67,5473.51
472,22,67.6421,4214.72,5473.51
473,1,63.5445,4214.7,5473.51
474,0,61.653,4214.66,5473.51
475,0,-299.1282,4216.46,5495.37
476,13,-8.5745,4216.98,5495.37
477,0,55.3643,4216.81,5495.37
478,0,71.7631,4216.96,5495.37
479,1,-303.5054,4217.26,5495.37
480,7,81.1221,4218.22,5495.37
481,7,66.5911,4218.81,5495.37
482,6,60.7629,4219.17,5495.37
483,0,56.7559,4219.03,5495.37
484,4,-709.6187,4219.23,5495.37
485,4,74.1079,4219.53,5495.37
486,5,64.4991,4219.9,5495.37
487,4,61.8799,4220.39,5495.37
488,4,63.9655,4220.46,5495.37
489,6,-40.3313,4220.69,5495.37
490,6,68.6223,4221.21,5495.37
491,33,93.3205,4242.29,5495.37
492,0,62.4126,4242.27,5495.37
493,1,69.3359,4242.56,5495.37
494,3,72.7323,4242.8,5495.37
495,1,69.1335,4243.15,5495.37
496,2,64.3704,4243.61,5495.37
497,2,65.7152,4243.89,5495.37
498,2,65.1151,4244.02,5495.37
499,4,-234.3418,4243.97,5495.37
500,4,90.4757,4246.25,5546.06
501,0,72.3414,4246.09,5546.06
502,2,-141.5034,4246.42,5546.06
503,5,76.5139,4246.77,5546.06
504,44,65.7407,4268.73,5546.06
505,0,79.5878,4268.44,5546.06
506,0,54.9762,4268.57,5546.06
507,8,-376.0055,4269.12,5546.06
508,5,66.5182,4269.22,5546.06
509,8,65.8105,4269.44,5546.06
510,6,62.8118,4269.73,5546.06
511,3,68.4935,4269.92,5546.06
512,0,-204.0987,4269.65,5546.06
513,0,70.3793,4269.72,5546.06
514,0,-308.2876,4269.79,5546.06
515,3,-132.6371,4270.43,5546.06
516,0,61.0286,4270.3,5546.06
517,5,-609.2281,4271.15,5546.06
518,5,66.1625,4271.75,5546.06
519,1,66.5983,4271.79,5546.06
520,8,-448.3261,4272.1,5546.06
521,6,5.288,4272.22,5546.06
522,8,90.8358,4272.43,5546.06
523,9,62.4139,4272.49,5546.06
524,21,67.2058,4273.28,5546.06
525,11,68.7857,4275.37,5601.07
526,5,72.162,4275.47,5601.07
527,9,73.5684,4276.06,5601.07
528,3,69.4478,4276.23,5601.07
529,0,57.2352,4276.19,5601.07
530,5,-459.5307,4276.71,5601.07
531,4,62.2684,4276.97,5601.07
532,19,-287.9185,4277.65,5601.07
533,1,73.9893,4277.93,5601.07
534,9,-368.5559,4278.33,5601.07
535,5,-135.0578,4278.31,5601.07
536,2,70.4307,4278.62,5601.07
537,1,70.1223,4278.97,5601.07
538,11,67.7038,4279.5,5601.07
539,1,70.5074,4279.51,5601.07
540,21,69.6761,4280.23,5601.07
541,0,58.09,4280.04,5601.07
542,3,-586.8514,4280.41,5601.07
543,13,89.783,4280.96,5601.07
544,7,79.0713,4281.2,5601.07
545,13,85.5985,4281.45,5601.07
546,21,69.1433,4281.62,5601.07
547,7,89.2469,4281.96,5601.07
548,2,78.7765,4282.29,5601.07
549,0,59.9388,4282.16,5601.07
550,6,-403.1643,4284.58,5607.0
551,0,83.144,4284.52,5607.0
552,0,-148.4526,4284.48,5607.0
553,2,-201.7876,4284.66,5607.0
554,1,78.7956,4284.82,5607.0
555,0,-16.8281,4284.61,5607.0
556,4,-367.3537,4284.99,5607.0
557,2,76.7568,4285.09,5607.0
558,0,69.9536,4284.98,5607.0
559,16,-357.5489,4285.5,5607.0
560,7,70.9453,4285.62,5607.0
561,2,-140.8243,4285.69,5607.0
562,2,72.6441,4285.88,5607.0
563,0,58.6143,4285.64,5607.0
564,5,-689.804,4285.82,5607.0
565,3,91.2994,4286.16,5607.0
566,0,75.7529,4285.99,5607.0
567,4,64.12,4286.39,5607.0
568,0,58.0733,4286.31,5607.0
569,10,-703.5725,4286.65,5607.0
570,0,62.9369,4286.47,5607.0
571,1,-944.2488,4286.5,5607.0
572,3,73.3341,4286.83,5607.0
573,2,72.8853,4286.86,5607.0
574,1,74.9718,4286.94,5607.0
575,0,75.9765,4288.62,5607.0
576,2,-148.323,4288.84,5607.0
577,18,71.5667,4289.34,5607.0
578,10,69.417,4289.52,5607.0
579,0,85.0122,4289.3,5607.0
580,17,-202.2837,4290.01,5607.0
581,21,96.3313,4290.39,5607.0
582,0,60.4968,4290.6,5607.0
583,4,72.0261,4291.03,5607.0
584,39,71.4206,4291.64,5607.0
585,2,72.6227,4292.02,5607.0
586,1,95.8589,4292.12,5607.0
587,8,26.4676,4292.17,5607.0
588,1,73.2792,4292.31,5607.0
589,0,-491.42,4292.22,5607.0
590,0,-384.7934,4292.09,5607.0
591,4,-159.0765,4292.57,5607.0
592,1,68.8027,4292.66,5607.0
593,22,-137.2822,4293.1,5607.0
594,1,95.1538,4293.11,5607.0
595,8,65.4651,4293.23,5607.0
596,0,80.6081,4293.26,5607.0
597,6,63.3099,4293.51,5607.0
598,9,83.8238,4294.05,5607.0
599,2,100.1561,4294.1,5607.0
600,3,102.5254,4296.25,5619.97
601,6,61.5075,4296.45,5619.97
602,0,58.2809,4296.29,5619.97
603,6,-522.4277,4296.59,5619.97
604,1,100.1438,4296.75,5619.97
605,8,-73.8594,4297.16,5619.97
606,0,80.1795,4296.94,5619.97
607,26,-34.3048,4297.36,5619.97
608,6,72.9446,4297.52,5619.97
609,0,90.774,4297.27,5619.97
610,5,73.53,4297.46,5619.97
611,7,102.1957,4297.72,5619.97
612,4,99.8578,4298.04,5619.97
613,1,102.545,4297.97,5619.97
614,0,-299.4407,4297.84,5619.97
615,25,-759.9625,4298.55,5619.97
616,6,73.5463,4298.67,5619.97
617,11,88.0789,4298.55,5619.97
618,6,-120.1677,4298.6,5619.97
619,0,60.2527,4298.42,5619.97
620,7,-17.14,4298.62,5619.97
621,1,38.2055,4298.8,5619.97
622,7,75.0969,4298.94,5619.97
623,5,80.093,4299.27,5619.97
624,0,85.4127,4299.17,5619.97
625,1,51.6454,4301.36,5623.44
626,3,-137.0095,4301.88,5623.44
627,5,74.5261,4301.76,5623.44
628,14,103.2541,4302.0,5623.44
629,22,102.4994,4302.16,5623.44
630,8,93.0218,4302.42,5623.44
631,4,105.7729,4302.55,5623.44
632,6,83.0967,4302.74,5623.44
633,0,63.0684,4302.55,5623.44
634,4,-36.872,4302.95,5623.44
635,0,80.0256,4302.82,5623.44
636,0,-208.9909,4302.76,5623.44
637,3,89.2935,4303.02,5623.44
638,9,73.9639,4303.2,5623.44
639,15,95.1932,4303.48,5623.44
640,8,98.545,4303.57,5623.44
641,16,93.3199,4303.94,5623.44
642,4,99.4059,4304.05,5623.44
643,0,62.5297,4303.78,5623.44
644,8,-134.4675,4304.03,5623.44
645,10,68.5776,4304.36,5623.44
646,24,72.3031,4304.65,5623.44
647,10,92.1364,4304.8,5623.44
648,13,100.7678,4305.03,5623.44
649,6,97.1559,4305.04,5623.44
650,6,105.9612,4307.09,5647.86
651,4,86.52,4307.41,5647.86
652,8,73.1795,4307.48,5647.86
653,9,74.9255,4307.62,5647.86
654,0,93.8724,4307.42,5647.86
655,14,-435.7172,4307.83,5647.86
656,8,104.2661,4307.96,5647.86
657,7,101.6149,4308.01,5647.86
658,12,107.0997,4308.15,5647.86
659,0,-133.3132,4308.02,5647.86
660,2,81.3555,4308.24,5647.86
661,5,71.287,4308.41,5647.86
662,1,109.2964,4308.48,5647.86
663,2,65.2233,4308.59,5647.86
664,0,62.917,4308.49,5647.86
665,4,92.7311,4308.78,5647.86
666,11,107.1556,4309.02,5647.86
667,3,-401.2278,4309.05,5647.86
668,0,60.1885,4308.98,5647.86
669,11,-206.6691,4309.26,5647.86
670,12,76.6102,4309.48,5647.86
671,1,89.773,4309.47,5647.86
672,4,76.0635,4309.78,5647.86
673,0,88.2624,4309.6,5647.86
674,0,-754.788,4309.38,5647.86
675,3,90.22,4311.5,5647.86
676,1,76.6867,4311.71,5647.86
677,0,61.7246,4311.69,5647.86
678,0,-454.5017,4311.6,5647.86
679,6,-328.678,4312.17,5647.86
680,2,109.3755,4312.34,5647.86
681,16,74.7694,4312.47,5647.86
682,14,77.1264,4312.43,5647.86
683,4,106.7923,4312.46,5647.86
684,8,94.4942,4312.51,5647.86
685,2,78.0479,4312.57,5647.86
686,4,-196.0745,4312.61,5647.86
687,0,18.2511,4312.52,5647.86
688,1,68.2774,4312.75,5647.86
689,4,-612.0903,4312.97,5647.86
690,1,73.1806,4312.93,5647.86
691,3,18.9678,4313.12,5647.86
692,9,74.6618,4313.37,5647.86
693,3,73.393,4313.48,5647.86
694,5,98.705,4313.53,5647.86
695,3,102.0007,4313.62,5647.86
696,6,103.3257,4313.56,5647.86
697,0,62.4797,4313.37,5647.86
698,5,-697.4808,4313.84,5647.86
699,15,101.8929,4313.96,5647.86
700,7,106.6324,4316.1,5666.28
701,9,68.5096,4316.12,5666.28
702,1,110.3327,4316.27,5666.28
703,4,80.3016,4316.48,5666.28
704,1,62.5347,4316.46,5666.28
705,14,-321.5995,4317.15,5666.28
706,12,76.8981,4317.23,5666.28
707,5,100.2515,4317.25,5666.28
708,0,79.3086,4317.13,5666.28
709,1,93.9861,4317.32,5666.28
710,2,-122.3489,4317.59,5666.28
711,1,101.9105,4317.27,5666.28
712,1,84.3666,4317.51,5666.28
713,0,63.0313,4317.48,5666.28
714,7,-633.4542,4317.68,5666.28
715,1,92.47,4317.86,5666.28
716,3,-388.3535,4317.96,5666.28
